"avatarThumbnail","cid","createTime","createTimeISO","diggCount","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7329020283380039723~c5_100x100.jpg?lk3s=30310797&nonce=38809&refresh_token=2c51c4a2a40378c0abb794944dc45e47&x-expires=1720058400&x-signature=OhneOj0Kcjq1G30uyRyaOmGBRNM%3D&shp=30310797&shcp=-","6911140212849262598","1609125229","2020-12-28T03:13:49.000Z","6777",,"1","https://www.tiktok.com/@brennalip/video/6911139349606239493","yes ma’am ! thank you for speaking on it and using your platform in a good way !","6804368530697274374","brittanykbrown","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f99ea4722258bd6fa414ceebc4401bb0~c5_100x100.jpg?lk3s=30310797&nonce=61283&refresh_token=e240708828ac495313cae0453ed76eb7&x-expires=1720058400&x-signature=c7S5I7PKbOUSNmj4FOmCzhY3cAk%3D&shp=30310797&shcp=-","6911177553785290758","1609133923","2020-12-28T05:38:43.000Z","2577",,"14","https://www.tiktok.com/@brennalip/video/6911139349606239493","My dad passed away Christmas Day and I wasn’t there because of covid. If this country took this seriously I could have been there to say goodbye.","6557013670115131398","megami_22","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/24dc00f94c6a593a37b24aaa60dfe7a1~c5_100x100.jpg?lk3s=30310797&nonce=40094&refresh_token=b0fbaa4e0d672366f03a3bede3077031&x-expires=1720058400&x-signature=sB2w1Y08wKuvjhEdUaojVrWGMSM%3D&shp=30310797&shcp=-","6911141211873312774","1609125460","2020-12-28T03:17:40.000Z","4332",,"56","https://www.tiktok.com/@brennalip/video/6911139349606239493","My mom was stolen December 21st","6755191156273841158","kaikind808","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a2ee457efad02a746d4e231f823886a8~c5_100x100.jpg?lk3s=30310797&nonce=15248&refresh_token=67fd022a1707d7e1c5a26c28f43928e2&x-expires=1720058400&x-signature=NKnzZ0k1dU9tH9LYRqMfXx5ZFJk%3D&shp=30310797&shcp=-","6911143682658287621","1609126036","2020-12-28T03:27:16.000Z","4078",,"6","https://www.tiktok.com/@brennalip/video/6911139349606239493","“The survivors guilt of being hospitalized” 😬 no one should have to feel that way.","6804500565448999942","tspills","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7321529375910789125~c5_100x100.jpg?lk3s=30310797&nonce=61871&refresh_token=68980e180b05dbc4309da21705eaff9f&x-expires=1720058400&x-signature=IPhOg%2FyWpFmd%2BNEkHyEnHn7Y6tA%3D&shp=30310797&shcp=-","6911200391430750213","1609139242","2020-12-28T07:07:22.000Z","125",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","Thank you for giving a platform to what so many of us have been saying and doing for so long!","6741085491951125509","madeline.3","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9c216ff6057743b765d95110d5b07a48~c5_100x100.jpg?lk3s=30310797&nonce=67563&refresh_token=abab0fc35bda43f9ac870ddbcc244209&x-expires=1720058400&x-signature=6Jq9oZoM52GYqlcc0Vj4StYgQtQ%3D&shp=30310797&shcp=-","6911237444897783809","1609147864","2020-12-28T09:31:04.000Z","105",,"7","https://www.tiktok.com/@brennalip/video/6911139349606239493","Why am I crying I just woke uppp","6898065436513338369","dashmelioxx","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/48e2d527ae26cc0e9af25f70dc3f04d4~c5_100x100.jpg?lk3s=30310797&nonce=12476&refresh_token=f32caf1aa80e6b3bb122c3f544744105&x-expires=1720058400&x-signature=tcZjLGQ%2Fr8AXVoX218P5GhaIl5c%3D&shp=30310797&shcp=-","6911845332728971266","1609289401","2020-12-30T00:50:01.000Z","18",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","y’all the comments r breaking my heart i’m crying im so sorry to everyone who lost anyone 💗","6580791331202351110","chloemar1e","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7326756100175331333~c5_100x100.jpg?lk3s=30310797&nonce=15822&refresh_token=72aa31ad4963d1cb05ad51f5750bec06&x-expires=1720058400&x-signature=uHoYEh75msl2Z%2BmP32V6zvaydTw%3D&shp=30310797&shcp=-","6911141827915661318","1609125603","2020-12-28T03:20:03.000Z","115",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","This video is honestly amazing. Very well put together. Some people just don’t get it and never will.","23508462","tashenaa","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/d995ba27d0c618233954d362760e0c10~c5_100x100.jpg?lk3s=30310797&nonce=86162&refresh_token=d6f1e47a526609eceda62fc039f3c2ea&x-expires=1720058400&x-signature=9yUPmGMinOQLeTUaMCiCzZNSUZE%3D&shp=30310797&shcp=-","6911206249925672966","1609140608","2020-12-28T07:30:08.000Z","71",,"1","https://www.tiktok.com/@brennalip/video/6911139349606239493","this video is so powerful and important","6629813421255262213","oliverball16","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/fe153a459face5c8494e186200367384~c5_100x100.jpg?lk3s=30310797&nonce=49618&refresh_token=329dd31238b340d87eb9319dc8a7e1a0&x-expires=1720058400&x-signature=S3BXU0hefAY2S6rVappSTyL5JTA%3D&shp=30310797&shcp=-","6912139424595869702","1609357874","2020-12-30T19:51:14.000Z","10",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","SHE DID NOT STUTTER","6617836461482917893","paintjunkhoney","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7344812383774195758~c5_100x100.jpg?lk3s=30310797&nonce=88043&refresh_token=3a8af3f5ee55112b05a9b955a531f5c8&x-expires=1720058400&x-signature=er2Atcrx9Ae0SriiTBA5fnqwY68%3D&shp=30310797&shcp=-","6911168859374354437","1609131897","2020-12-28T05:04:57.000Z","28",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","1.7 MILLION people gone.","23392495","lordspicy","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6c511db5ae0a2fc4d0bebb6946ddc9f8~c5_100x100.jpg?lk3s=30310797&nonce=99926&refresh_token=8c42efbc9847b2bd426bd928c819a5bc&x-expires=1720058400&x-signature=a0pebBBQ%2FAqEpxDTVFYoepybx3M%3D&shp=30310797&shcp=-","6911177752343937029","1609133970","2020-12-28T05:39:30.000Z","41",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","Every one of those deaths had a story. A unique set of experiences, and those stories were stolen from their loved ones and the world","6552657187355759631","scarredmewtwo","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/184d88423c93670dada2c41da3e31818~c5_100x100.jpg?lk3s=30310797&nonce=13823&refresh_token=fd7f761c506d0ff32af506dfa63c509a&x-expires=1720058400&x-signature=guQr7yCgcBTy0WJ2%2BJiw%2BFhxzkc%3D&shp=30310797&shcp=-","6911164997523996677","1609130999","2020-12-28T04:49:59.000Z","62",,"2","https://www.tiktok.com/@brennalip/video/6911139349606239493","They’re people with lives and families not just numbers 😤","6644919404675268614","happy.rock444","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0c06eec9b2d8338bfaec8124fa85767e~c5_100x100.jpg?lk3s=30310797&nonce=90249&refresh_token=6027c0293ff846cfc12f9f2e1f2ec1cf&x-expires=1720058400&x-signature=8qto3XatUmCGK2v18gmEPPT0n6I%3D&shp=30310797&shcp=-","6911162581718073350","1609130436","2020-12-28T04:40:36.000Z","34",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","agreed","6877002850128921606","isiteverokay","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/e71ce2f88c6f5d26ef8fb2c59fa188cf~c5_100x100.jpg?lk3s=30310797&nonce=28038&refresh_token=8e1247da7696500921ea87f9a2a6310d&x-expires=1720058400&x-signature=M6A%2F3NQrQ02jGnOANgy4Je4Cd8Q%3D&shp=30310797&shcp=-","6912090270255300613","1609346430","2020-12-30T16:40:30.000Z","19",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","chills, thank you for speaking on this and using your platform correctly.","28409176","kaitlyn.rap","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f4ce1625d3461d68f4292b9925d3d489~c5_100x100.jpg?lk3s=30310797&nonce=55600&refresh_token=482031d9b2418e1fecf81c21b21797b5&x-expires=1720058400&x-signature=C5FW6qpSsgNPrMoJ89l7DMnIDe0%3D&shp=30310797&shcp=-","6911203558080102406","1609139982","2020-12-28T07:19:42.000Z","34",,"2","https://www.tiktok.com/@brennalip/video/6911139349606239493","My grandpa passed away from covid I just wish people would take this serious and wear masks","6841575306174088198","ar3.ly","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/455d738a2e104c81e30e8cbc0a1e4ef7~c5_100x100.jpg?lk3s=30310797&nonce=16942&refresh_token=7f8c3e8ff83a2404e1c55b3b7ae33bbd&x-expires=1720058400&x-signature=O4jQSL9ADTA%2F5QgSyAxvc9wBfug%3D&shp=30310797&shcp=-","6911197293790560261","1609138520","2020-12-28T06:55:20.000Z","17",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","we’ve been here for almost 10 months and people still don’t get it...","6728214648808686597","maeryn.b","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/55a43157c25c61d6f22eb195c446a930~c5_100x100.jpg?lk3s=30310797&nonce=24422&refresh_token=ac511b18f32251486888e557a631b52c&x-expires=1720058400&x-signature=EOieVv%2FLkwUNtpLg9b9N%2BIEJnT4%3D&shp=30310797&shcp=-","6911477962990993414","1609203866","2020-12-29T01:04:26.000Z","26",,"2","https://www.tiktok.com/@brennalip/video/6911139349606239493","chari watching this video after thinking people were numbers: 👁👄👁","6720384965211800581","sageiscrying","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ec0d6548d2749d0fc2c18777a7148dd3~c5_100x100.jpg?lk3s=30310797&nonce=79483&refresh_token=f590e3cb62a1ffb6725743cdf8158013&x-expires=1720058400&x-signature=seLZimibqNY%2Fb9aUBsZrf%2FfJ4fI%3D&shp=30310797&shcp=-","6911145497537593350","1609126458","2020-12-28T03:34:18.000Z","5",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","@brycehall @jamescharles @charlidamelio @dixiedamelio @laurenkettering this is what you did","6679421586329994246","a.v.e.r.i.e","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/9695ee0e9d6034d3ea0dc9ab4e49f9cc.jpg?lk3s=30310797&nonce=61214&refresh_token=7b5a69b4a6b2706df097e7a1556fe1b1&x-expires=1720058400&x-signature=OVdMagP2x1pLsPoijwDQEbNCRzc%3D&shp=30310797&shcp=-","6911184631203856385","1609135569","2020-12-28T06:06:09.000Z","79",,"5","https://www.tiktok.com/@brennalip/video/6911139349606239493","From where Im from if we don't where mask going out we have to pay fine because wearing a mask is MUST","6698936893369058309","natalieemo","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7331136956803317765~c5_100x100.jpg?lk3s=30310797&nonce=31180&refresh_token=bbe4ceecc4376b77190220f2a8dc2552&x-expires=1720058400&x-signature=O1Mkkeyga%2Fdm62LPb%2FmH8i2OwQI%3D&shp=30310797&shcp=-","6912083228443115526","1609344792","2020-12-30T16:13:12.000Z","16",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","My dad knowingly was exposing himself then exposed me and guilted me about not seeing him. He has it And I’m waiting to see if I have it. I am done.","6750046409838789637","lizzzellzzz","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/25d5fa2e4de43afaa19843da81a2b3a0~c5_100x100.jpg?lk3s=30310797&nonce=75755&refresh_token=c673c3aac09b1cd1de2a7543710bd4fa&x-expires=1720058400&x-signature=X463FcLP0rg%2BAVkQkkISu8jW9Fw%3D&shp=30310797&shcp=-","6911152436996636677","1609128073","2020-12-28T04:01:13.000Z","36",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","thank you for saying this. it’s terrifying how many people don’t take it seriously. these are people. not just numbers.","6775536889254036486","bla_haj","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b4e70b652ab6ea02ed3cb06da5fa6dfa~c5_100x100.jpg?lk3s=30310797&nonce=40445&refresh_token=72402df707095f37ff7683738b3fe326&x-expires=1720058400&x-signature=LvwVFK8nDAjF4yOFdJptsatrIRE%3D&shp=30310797&shcp=-","6911171987826458629","1609132627","2020-12-28T05:17:07.000Z","26",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","if wanna get out of the pandemic we have todo our part","6606344267596185606","deletethisalex","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/569b678fc539d865567e09ac14512114~c5_100x100.jpg?lk3s=30310797&nonce=40754&refresh_token=e91c68b8025de58e632d0f29cd2e016d&x-expires=1720058400&x-signature=6TE5Bx1CLoCyG%2BwTTO%2Bh5Bh4rCs%3D&shp=30310797&shcp=-","6911195419771650054","1609138085","2020-12-28T06:48:05.000Z","5",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","you’re amazing","6735190918880150533","abbysullz","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2cce57e19e8730b3a649a3409443ab37~c5_100x100.jpg?lk3s=30310797&nonce=38853&refresh_token=e6258bf2b1193b3d38a245fd13667b31&x-expires=1720058400&x-signature=vRr7L2G6GJO4ypoX0H4bQPslqGk%3D&shp=30310797&shcp=-","6911179757304545286","1609134436","2020-12-28T05:47:16.000Z","11",,"2","https://www.tiktok.com/@brennalip/video/6911139349606239493","I kinda wanna do interviews w ppl not wearing masks bc i live in Georgia but I’m scared lol.","6716577438740169733","lovergrlh","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/0bb4ec04709da0253a6ad037a7540b6a~c5_100x100.jpg?lk3s=30310797&nonce=2883&refresh_token=f42ac07d47391667fbb840d310162250&x-expires=1720058400&x-signature=SuVpg3NrFDbawxYBen1Zq4wMkv4%3D&shp=30310797&shcp=-","6911169659626799110","1609132085","2020-12-28T05:08:05.000Z","20",,"2","https://www.tiktok.com/@brennalip/video/6911139349606239493","I’m with you, I commented on James and already vids and ONLY got hate. People need to see this","6810099993158386693","jack8uout","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5433753a15eb21b9d5ddd715d5211f9d~c5_100x100.jpg?lk3s=30310797&nonce=78547&refresh_token=eba7eb7cfd51725e6bdc43579a6cdf45&x-expires=1720058400&x-signature=jgK8gOVNxfnpOymWKRY1umGxJxY%3D&shp=30310797&shcp=-","6912097536296239109","1609348122","2020-12-30T17:08:42.000Z","6",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","Ok but stay saying GLOBAL pandemic JAJAJAJAJAJA","6772174847672173574","soficar_","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7347316888122163242~c5_100x100.jpg?lk3s=30310797&nonce=95806&refresh_token=664cf43ec452ca7c5a613f28438387a9&x-expires=1720058400&x-signature=XegrgGDFLk6%2FBO7kHOf%2BHyzpvOU%3D&shp=30310797&shcp=-","6911480866036727814","1609204542","2020-12-29T01:15:42.000Z","9",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","Blame influencers... they’re just normal people XD","6765717768131970053","ndpol","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0ac05f651def43d954045746610450fe~c5_100x100.jpg?lk3s=30310797&nonce=46505&refresh_token=166825bead5b23bca7844ef81c8592e8&x-expires=1720058400&x-signature=oytRi9n4pB0xALIDM6csPYTKzWQ%3D&shp=30310797&shcp=-","6911140293072994309","1609125246","2020-12-28T03:14:06.000Z","6",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","you’re such an amazing influencer!","83164078654824448","dinnerwaswarm","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/93738c65333a4065ab33eea0e5621926~c5_100x100.jpg?lk3s=30310797&nonce=2803&refresh_token=84e4f3af15c34cc06ceaf2a0cad03b3d&x-expires=1720058400&x-signature=%2FnzHjr0E0SGin5GyH43m3Mi1Q38%3D&shp=30310797&shcp=-","6911452975899328517","1609198049","2020-12-28T23:27:29.000Z","6",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","Lost my uncle to COVID and it ruined my family. But people still choose to down play it.","6547375464104853510","aosr_ana","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9423e59f5cd5726faf65a0401f0948a7~c5_100x100.jpg?lk3s=30310797&nonce=41514&refresh_token=6f17ffa9ed4e042dd15e6d30004fa9bd&x-expires=1720058400&x-signature=s64h%2BR0RAk8k3P9ZTrkED103kB4%3D&shp=30310797&shcp=-","6911189427645972486","1609136688","2020-12-28T06:24:48.000Z","7",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","Someone send this to James Charles","6795539277021021190","whoatheretuly","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e18c47d1c218334476e1bb74bef5b0ad~c5_100x100.jpg?lk3s=30310797&nonce=99484&refresh_token=56b31705ea364f114c06b29819056880&x-expires=1720058400&x-signature=5TqjU1QafodYpsmXoB%2FCAweR%2FSg%3D&shp=30310797&shcp=-","6912202638419722246","1609372593","2020-12-30T23:56:33.000Z","6",,"1","https://www.tiktok.com/@brennalip/video/6911139349606239493","My uncle was stolen on August 18th, his husband was stolen 3 days after.","6625785482414948358","wallflowerkid","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7328447523645816838~c5_100x100.jpg?lk3s=30310797&nonce=90418&refresh_token=2a8754273373f6a59f42a44e628919cb&x-expires=1720058400&x-signature=V4TqwOPp2lFSbIV3b9bUz%2FHC32U%3D&shp=30310797&shcp=-","6912043044485971973","1609335438","2020-12-30T13:37:18.000Z","18",,"5","https://www.tiktok.com/@brennalip/video/6911139349606239493","I lost my dad to Covid 💜 I am sorry you had to go through it and feel guilt for surviving. I’m so thankful you’re here still and made this video.","6769346999106028550","friggen_anna","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6925cd71c60cdb3b56df8fab5a67429b~c5_100x100.jpg?lk3s=30310797&nonce=30633&refresh_token=eb8f56e9d8c0f74ea91474a8b1335d0c&x-expires=1720058400&x-signature=lHLg%2FRoBIs%2BdpYvLBdlTwA9RAfM%3D&shp=30310797&shcp=-","6911173126814531589","1609132891","2020-12-28T05:21:31.000Z","14",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","this is it. if everyone needs to see one only tiktok it's this.","6772003188688569350","stooroel","https://www.tiktok.com/@brennalip/video/6911139349606239493"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7323794956204015622~c5_100x100.jpg?lk3s=30310797&nonce=6584&refresh_token=cd5a491b204253a4ac9f27c4fbfebd33&x-expires=1720058400&x-signature=wD7frr%2B4mjNw583%2BliN6lby07Do%3D&shp=30310797&shcp=-","6911210899357302789","1609141686","2020-12-28T07:48:06.000Z","11",,"0","https://www.tiktok.com/@brennalip/video/6911139349606239493","as someone who lost their grandmother to covid, I thank you for speaking out","6779812550303433733","gaylejeans","https://www.tiktok.com/@brennalip/video/6911139349606239493"
