dataset_tiktok-hashtag-scraper_2024-06-27_03-25-54-170
authorMeta.avatar,authorMeta.name,text,diggCount,shareCount,playCount,commentCount,videoMeta.duration,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,createTimeISO,webVideoUrl
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/db65657ea5fa752a67d1b82723d7bfca~c5_720x720.jpeg?lk3s=a5d48078&nonce=7171&refresh_token=8776cf76fa22e4eab3e0bd8afe036b95&x-expires=1719630000&x-signature=wPTYvbET0l6d%2FflZSmQsD%2BvaWbQ%3D&shp=a5d48078&shcp=b59d6b55,wealllovemusic80s90s00s,#pandemic #covid19 #fromcovid19pandemic #songsof2020 #supalonely #coincidancechallenge #savage #saysochallenge #dojacat,1700000,15400,12800000,10400,64,original sound,TBTMusic,TRUE,2023-12-24T00:08:16.000Z,https://www.tiktok.com/@wealllovemusic80s90s00s/video/7315946319263190277
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/9d63413538c5434f37b06203039c4853~c5_720x720.jpeg?lk3s=a5d48078&nonce=18631&refresh_token=9e9af8bb774f401205737f4c0e701f01&x-expires=1719630000&x-signature=pvqIM3BaMM3Hqgfe%2B9qgJcPBGEA%3D&shp=a5d48078&shcp=b59d6b55,nx.aedit,the sound of that time was really good vibe 😍 #foryoupage #fypシ #nostalgia #coronavirus #pandemic #audioforedits #songsforedits #velocityedit ,1700000,75300,7500000,22400,61,son original,nxaedit™,TRUE,2023-05-27T19:24:21.000Z,https://www.tiktok.com/@nx.aedit/video/7237945257650916635
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ab94e2d423b79404e12a536f3f69aa15~c5_720x720.jpeg?lk3s=a5d48078&nonce=19863&refresh_token=5b9b0b9a0e095c2035f540486df40e23&x-expires=1719630000&x-signature=Dh35p%2F1bcR3Tlw%2F2heblznzYRzQ%3D&shp=a5d48078&shcp=b59d6b55,alexjheath,#monkeypox as quick as I can #pandemic #uk #usa #fyp,1600000,23300,10500000,11100,35,original sound,Alex J Heath,TRUE,2022-05-21T23:08:12.000Z,https://www.tiktok.com/@alexjheath/video/7100330366698900742
https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/348b4db6cd5d33eb6e6d79139a5ea210.jpeg?lk3s=a5d48078&nonce=92556&refresh_token=4a3101eb997956802969974b1cf00529&x-expires=1719630000&x-signature=tcrb3UZAwRSzoZYVoCGKn7hOv7Y%3D&shp=a5d48078&shcp=b59d6b55,wardogfx,#2020 #pandemic #relatable #real #edit #fyp #foryou #foryoupage #wardog_edits,1600000,121300,9600000,8166,16,original sound,Wardog_edits,TRUE,2024-04-09T14:19:57.000Z,https://www.tiktok.com/@wardogfx/video/7355871881657896209
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7331240302377697322~c5_720x720.jpeg?lk3s=a5d48078&nonce=38698&refresh_token=8b6a61313b7a10b36f82622dc6e4635d&x-expires=1719630000&x-signature=6hpG2%2FpkLahyRQLJzL0xnN06hzY%3D&shp=a5d48078&shcp=b59d6b55,signedwithlovety,Like I could be in a ditch somewhere (I really want to know if she saw the screenshots I sent ) . Hangin on for dear life (I only talked to her 5 times today instead of 6) . The betrayal. . . . #fyp #bestfriend #joeexotic #tigerking#netflix #netflixandchill #bingewatching #pandemic,1600000,656800,10800000,28600,5,original sound,Rinks,TRUE,2023-02-27T00:34:27.000Z,https://www.tiktok.com/@signedwithlovety/video/7204627485680602411
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4424e864d40a53d5a4c6bf723fe1e9a7~c5_720x720.jpeg?lk3s=a5d48078&nonce=57259&refresh_token=051743edd2ddd1c59c5cfdc6337e48c9&x-expires=1719630000&x-signature=roMxeY53KPYf00NGgKOPxzvMHLw%3D&shp=a5d48078&shcp=b59d6b55,hoopzig,Corona me this... #fridaythe13th #coronavirus #question #saftey #global #hoopzig #pandemic #panicbuying,1500000,187600,7700000,16500,51,original sound,Hoop Zig,TRUE,2020-03-13T19:21:55.000Z,https://www.tiktok.com/@hoopzig/video/6803775001343413510
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/54d8bf8ad467271f3f405e7854375ee6~c5_720x720.jpeg?lk3s=a5d48078&nonce=28366&refresh_token=acf3a157aa1e5b68f4d7fc3e74ae612c&x-expires=1719630000&x-signature=0CYDzRZdEpchQWdYrDKuoO9NxyQ%3D&shp=a5d48078&shcp=b59d6b55,letsg0eevee,The pandemic couldn’t keep them away forever! @miketeli #fyp #starcrossedpuppers #dogs #tiktokdogs #aussie #shiba #pandemic,1500000,15300,5200000,9255,59,As the World Caves In,Matt Maltese,FALSE,2021-06-04T19:13:57.000Z,https://www.tiktok.com/@letsg0eevee/video/6970019100655471878
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/c780e0f6853fdba7b597c05a97b4107c~c5_720x720.jpeg?lk3s=a5d48078&nonce=8244&refresh_token=d32cdd476dfefcc36a1d1dbc01c5991e&x-expires=1719630000&x-signature=%2F9Z9R694diigmMrU4tvO4S2w7AI%3D&shp=a5d48078&shcp=b59d6b55,yoboyy_cjay,if no response in 24 hrs send help    #28XTREMES #spirit #spiritairlines #pandemic #fypシ #outsidevsinside #plane #vacationmode,1500000,20400,9300000,10000,15,What is Dis Huni,Brian Morr,TRUE,2021-06-24T01:35:56.000Z,https://www.tiktok.com/@yoboyy_cjay/video/6977168153793088774
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bb15f0985506cb8f9fce8cb69d07201a~c5_720x720.jpeg?lk3s=a5d48078&nonce=56131&refresh_token=c4db1ad2a59b4dbd56fa0aa2fb3c170f&x-expires=1719630000&x-signature=ALSeqMJvk0z5p59vsv5P0OHw5EQ%3D&shp=a5d48078&shcp=b59d6b55,steveioe,Thoughts from the ER #code #black #emergency #hospital #bomb #bubbles #panic #patient #greysanatomy #pandemic #bed #mask #prevention #asian,1400000,5997,5300000,6800,43,original sound,Steveioe,TRUE,2021-01-12T19:46:52.000Z,https://www.tiktok.com/@steveioe/video/6916962362973048069
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/24fbcdf9749326cc503fb94178c0ffa7~c5_720x720.jpeg?lk3s=a5d48078&nonce=77054&refresh_token=69b61c5e093076a4518197b703273955&x-expires=1719630000&x-signature=Hn7Dbccq6Z%2BC%2FyX3U9PYGKWWBpQ%3D&shp=a5d48078&shcp=b59d6b55,swahazu,The quality is so ass 💀 #swahazu #fypシ #4u #edit #blackdeath #pandemic #history #historyedits #am #death #xyzbca,1400000,68500,6000000,9248,43,original sound,Business | Quotes | Motivation,TRUE,2023-02-09T17:04:36.000Z,https://www.tiktok.com/@swahazu/video/7198203145246330117
https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7322984949512945710~c5_720x720.jpeg?lk3s=a5d48078&nonce=50374&refresh_token=4088116c4f12fc0d268671b6f35418c3&x-expires=1719630000&x-signature=l2DzMPVyE0IRLzp2lIbaUOe2DsU%3D&shp=a5d48078&shcp=b59d6b55,omduckinggosh,OFFICIALLY IN THE BOOKS #pandemic #history #capitol #fyp #genz ,1400000,34200,6400000,21800,0,escape,Kilgore Doubtfire,TRUE,2024-01-11T18:48:16.000Z,https://www.tiktok.com/@omduckinggosh/video/7322914431942380831
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6ac8fd756b75603e392c8795a18eb83a~c5_720x720.jpeg?lk3s=a5d48078&nonce=8073&refresh_token=2630a6b14799fbe9736d5883a928a237&x-expires=1719630000&x-signature=peC87pzUCc3uRD%2BOUZEnaQNEuCA%3D&shp=a5d48078&shcp=b59d6b55,isaiah..christopher,#coronavirüs #covid19 #covidー19 #covid_19 #pandemic #getvaccinated #covid2020 #covid #coronavirus #covid19virus #fyp #fypシ #fypage #foryou #fy,1400000,8144,7000000,27800,9,Lights Are On,Tom Rosenthal,FALSE,2021-07-31T15:45:30.000Z,https://www.tiktok.com/@isaiah..christopher/video/6991117247284563205
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7341858462084628523~c5_720x720.jpeg?lk3s=a5d48078&nonce=37609&refresh_token=8175365e5eb8ca4b5eb70cb6bafe4a63&x-expires=1719630000&x-signature=ydhHgvkovXlmgRfM7OscuyqDf1A%3D&shp=a5d48078&shcp=b59d6b55,presidentofthegays,#backyard #backyardgames #friends #InLove #Homemade #foryoupage #fyp #foryou #bestfriends #gamenight #onlinegames #pandemic #hangout,1400000,191000,5800000,35100,58,Wii - Mii Channel,Super Guitar Bros,FALSE,2021-01-07T03:03:52.000Z,https://www.tiktok.com/@presidentofthegays/video/6914848440711220485
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2abe75247542dc92372de7595f704c79~c5_720x720.jpeg?lk3s=a5d48078&nonce=82742&refresh_token=70c8ba5e7a2e41f9c7923cf14c339c40&x-expires=1719630000&x-signature=TRuD%2B3kI0oX%2BzJqMD%2F2riGRDY0I%3D&shp=a5d48078&shcp=b59d6b55,jennycai__,Dad’s first first grandkid 🥺 #dogsofttiktok #puppylife #pandemic #puppylove #maltipoo #fyp,1400000,34200,10600000,4085,11,Home by Chill The Duo,Chill The Duo,TRUE,2022-02-21T20:18:31.000Z,https://www.tiktok.com/@jennycai__/video/7067260064960122117
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/826c6fa4d4cefe58c8254db734774605~c5_720x720.jpeg?lk3s=a5d48078&nonce=74902&refresh_token=899624bf31dbf4367115eedbe4805d3f&x-expires=1719630000&x-signature=qyvwvVvYdrXKWXQZXStQh8a%2F9Co%3D&shp=a5d48078&shcp=b59d6b55,noxnatura_,Invisible Killers: The 8 Deadliest Pathogens (diseases) 🦠💀 #science  #disease  #virus  #death  #victim  #pandemic  #bacteria  #biology  #health  #killer  #contagion #gta #edit #gastroenteritis #typhoid #influenza  #flu #malaria #dengue #aids #hiv #hepatitis #tuberculosis,1400000,10500,12400000,16000,60,GTA IV Theme,noxnatura,TRUE,2023-11-13T06:31:07.000Z,https://www.tiktok.com/@noxnatura_/video/7300830382201507104
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/d4a95190bd9e82a987a7fb62bb3826b9~c5_720x720.jpeg?lk3s=a5d48078&nonce=89585&refresh_token=6149dda6d24ca8db7bc18e2bfdfe252e&x-expires=1719630000&x-signature=SDrtgRURDbiPVjaNtVfjFcd5W7o%3D&shp=a5d48078&shcp=b59d6b55,emiliaseffects,#amongus #viral #lockdown #corona #oldtimes #trend #viral #2020 #fyp #pandemic #defineyouhadtobetheretoexperienceit #xyzabc,1400000,17600,6600000,10600,0,original sound,miglė,TRUE,2024-02-21T23:26:38.000Z,https://www.tiktok.com/@emiliaseffects/video/7338200669523922209
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7340152427464622126~c5_720x720.jpeg?lk3s=a5d48078&nonce=25830&refresh_token=09c4caa56e913b69b0a47276ae0b99fa&x-expires=1719630000&x-signature=b3x5epMaP%2B5iXwxtPMnXR4Y%2FEEw%3D&shp=a5d48078&shcp=b59d6b55,apsychedschoolpsych,End of an era 💔 #gradschool #education #practicumstudent #internship #intern #schoolpsychology #schoolpsychologist #mastersdegree #masters #bachelors #school #motivation #reminder #organization #specialeducation #schoolpsych #firstgen #firstgeneration #latina #educatedlatina #latinaswithmasters #sped #led #ledlights #roomlights #endofanera #era #2020 #pandemic #quarantine,1300000,4771,12000000,7857,15,original sound,best songs 🔛🔝,TRUE,2023-11-21T21:00:30.000Z,https://www.tiktok.com/@apsychedschoolpsych/video/7304023169214500139
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/fb342a8a8a05b72ab2eacaaaa9864846~c5_720x720.jpeg?lk3s=a5d48078&nonce=78094&refresh_token=1365ba169bb34da0c4626692b6495206&x-expires=1719630000&x-signature=AQjlTgGP9lMKPZfvbBSEjjNRgoI%3D&shp=a5d48078&shcp=b59d6b55,sumnertime.sadness,it’s gonna be an interesting decade #1920s #pandemic #stockmarket #simp #simps #stockmarketcrash #coronatime #fridaythe13th #PlayWithLife #imaboss #fy,1300000,46400,5200000,5050,13,Original Sound,Unknown,FALSE,2020-03-13T14:47:56.000Z,https://www.tiktok.com/@sumnertime.sadness/video/6803704395579149574
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bb15f0985506cb8f9fce8cb69d07201a~c5_720x720.jpeg?lk3s=a5d48078&nonce=56131&refresh_token=c4db1ad2a59b4dbd56fa0aa2fb3c170f&x-expires=1719630000&x-signature=ALSeqMJvk0z5p59vsv5P0OHw5EQ%3D&shp=a5d48078&shcp=b59d6b55,steveioe,😌 #MuFKR #delta #covid #pandemic #goodluck #mask #strong #exam #F #wednesday #coronavirüs #face #50,1200000,109800,10200000,33900,43,original sound,Steveioe,TRUE,2021-06-30T20:18:52.000Z,https://www.tiktok.com/@steveioe/video/6979684047345683718
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7347775775233277994~c5_720x720.jpeg?lk3s=a5d48078&nonce=82596&refresh_token=3c085a9f798cd0058756bd373e5c59a1&x-expires=1719630000&x-signature=Qnc1nMVk26aPOPdl9aVJhmayuqY%3D&shp=a5d48078&shcp=b59d6b55,debooksss,#march13 #lockdown #covid19 #covid #pandemic #capcut  #greenscreenvideo #greenscreen #booktok #bookworm #book #books #smutbook #bookish #colleenhoover #remindersofhim #allyourperfects #uglylove #milesarcher #atlascorrigan #deanholder #booktoker #bookclub #lorenhale #rykemeadows #connorcobalt #smut#smutty#smutbook #love#romance#romancebooks #hockey #fictionalcharacters #fictional #fanfic #ao3  #wattpadstories #wattpadrekomendasi   #wattpad #wattpadforyou,1200000,181500,7100000,10600,6,sonido original,sandra ♌️,TRUE,2023-03-12T13:56:39.000Z,https://www.tiktok.com/@debooksss/video/7209658215183748394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/1c7a03e6c5eef746be390ce6a6d35016~c5_720x720.jpeg?lk3s=a5d48078&nonce=46929&refresh_token=9ed049636db23ed778f4f08e1bcb40a8&x-expires=1719630000&x-signature=n0DEbkxvGz3dSO8X0RVw7EnyVEU%3D&shp=a5d48078&shcp=b59d6b55,monicascassi,A little insight into our love story ❤️ #longdistancerelationship #pov #love #travel #travelban #london #newyork #couplegoal #pandemic,1200000,21000,8600000,10600,60,Home,Edith Whiskers,FALSE,2021-11-24T03:30:52.000Z,https://www.tiktok.com/@monicascassi/video/7033973812026739973
https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7349127411482492974~c5_720x720.jpeg?lk3s=a5d48078&nonce=75652&refresh_token=1662109c46458b562f3315748d096805&x-expires=1719630000&x-signature=6O9mA5%2BOhR3QWsYxGQUdjKyLY%2B0%3D&shp=a5d48078&shcp=b59d6b55,thesilasjames,I know all these tricks youngster 😈#ActionLines #SipIntoSummer #viral #pandemic #sick,1200000,11000,4400000,8838,11,light yagami is god,cher’s edits,TRUE,2021-05-12T00:00:19.000Z,https://www.tiktok.com/@thesilasjames/video/6961186851998813445
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7073a69c8d29646c0983f3a4d37085f3~c5_720x720.jpeg?lk3s=a5d48078&nonce=36251&refresh_token=66edc75a01fe186aedde1b87e20902c6&x-expires=1719630000&x-signature=fMuLm4Q5HsxrKNolp4OyK%2Bf68vk%3D&shp=a5d48078&shcp=b59d6b55,brennalip,NYPD don’t wear masks in global pandemic. #fyp #foryoupage #police #pandemic #wearamask #12 #NYPD #policeoftiktok #nyc,1200000,10500,3400000,6644,57,original sound,Brenna Lip,TRUE,2020-09-19T03:00:21.000Z,https://www.tiktok.com/@brennalip/video/6874028199676808454
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/74bd6285984771701beee3fd95f4c51a~c5_720x720.jpeg?lk3s=a5d48078&nonce=88562&refresh_token=aa1bbaca5819e954ba4b1e57aaf3f639&x-expires=1719630000&x-signature=WzaOug9Ctc1xH%2FusEDL1C4X0pZA%3D&shp=a5d48078&shcp=b59d6b55,goviraluk,Big Brother Canada contestants told about Covid-19 in March 2020. #fyp #foryou #foryoupage #bigbrother #bigbrotherclips #bigbrothercanada #pandemic #pandemicproblems #tvmoments #tvshow #realitytv #realitytvclips #shocking,1100000,98700,16600000,15000,311,original sound,Go Viral UK,TRUE,2023-03-23T23:51:40.000Z,https://www.tiktok.com/@goviraluk/video/7213893615788117253
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7333109048692178986~c5_720x720.jpeg?lk3s=a5d48078&nonce=37072&refresh_token=14eaebb1996499c6e6e2296f3d9d838a&x-expires=1719630000&x-signature=0W%2F0feALS6TN%2F8ief4lM8IS241U%3D&shp=a5d48078&shcp=b59d6b55,itsjustktg,My stomach literally hurt after this...🤢🥴 #fyp #quarantine #covid #food #covid_19 #covid19 #pandemic,1100000,825,6600000,1935,52,I'm So Hungry,Karter Zaher,FALSE,2020-10-23T21:48:28.000Z,https://www.tiktok.com/@itsjustktg/video/6886935672079338757
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b1deb1e9eb2c1b80df8adc7ad40c402f~c5_720x720.jpeg?lk3s=a5d48078&nonce=47172&refresh_token=7f6aaca6fb67c26020ac63dc8f71c2e7&x-expires=1719630000&x-signature=OcRYVx2GwiewDQJJ5Wcw02gq68o%3D&shp=a5d48078&shcp=b59d6b55,jacobserrill,DIY “Our First Pandemic 2020” Ornaments #diy #fyp #covid19 #pandemic #ornaments #christmas #tistheseason,1100000,31300,4500000,6873,20,Sleigh Bells - PhatCap Trap Remix,PhatCap!,FALSE,2020-12-15T07:45:13.000Z,https://www.tiktok.com/@jacobserrill/video/6906385586177821957
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/dbe2314aac6a90ff2e8661449c70c59d~c5_720x720.jpeg?lk3s=a5d48078&nonce=15981&refresh_token=80d72e953a44ee07363b5cfc95e2f45c&x-expires=1719630000&x-signature=CTkqViJGPq5O%2Fotd9zyw%2Fg%2BFWCE%3D&shp=a5d48078&shcp=b59d6b55,thettippingteam,Oh hey #fypシ #fyp #fypage #viral #viralvideo #funny #funnyvideos #funnyvideo #pandemic #covid19,973400,62800,9100000,6993,16,original sound,The Tipping Team,TRUE,2021-12-10T00:40:39.000Z,https://www.tiktok.com/@thettippingteam/video/7039867312605760773
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/baf22ebc5acb38f9113779404cf46b69~c5_720x720.jpeg?lk3s=a5d48078&nonce=84777&refresh_token=77494ae5e0de5fabb9703f26b2c6f44c&x-expires=1719630000&x-signature=31xDd9bwylCleUANBdC6XUyZqXU%3D&shp=a5d48078&shcp=b59d6b55,thatstorim,They’re definitely built different😩 #fyp #pandemicbaby #april2020baby #momsoftiktok #babiesoftiktok #toddlersoftiktok #pandemic #smart #lol,1900000,15700,10400000,5754,18,Pandemic babies,KissMyPositiveVibes,TRUE,2021-06-27T17:14:07.000Z,https://www.tiktok.com/@thatstorim/video/6978523181443239173
https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/7325637818326188033.jpeg?lk3s=a5d48078&nonce=4531&refresh_token=ade987ae5cd4e10bcbd5917c2303064f&x-expires=1719630000&x-signature=hPJ%2FCFY4IkMtC9cW3SG14lN%2F73s%3D&shp=a5d48078&shcp=b59d6b55,partnersingoodness,#karawang #pandemic #fpy_tiktok #vtviralll #fpy2020 #fpyシ #fpy2021 #sedekah #opendonasi #viral #foryoupage #jakarta #sedih #fypシ゚viral #fypシ,968900,40400,9800000,34800,60,Cahaya Hati (Nurul Qolbi),Opick,FALSE,2021-08-03T15:13:52.000Z,https://www.tiktok.com/@partnersingoodness/video/6992222354302684442
https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e219ad31304b0d26ce3a6b15e9058a5d~c5_720x720.jpeg?lk3s=a5d48078&nonce=89030&refresh_token=b7fac5d6cf4b3cf9680e32e03d9b4360&x-expires=1719630000&x-signature=kN%2BOaX4V3P9pEm%2FPZKuNkQGCiJU%3D&shp=a5d48078&shcp=b59d6b55,constantijoeple,Please listen to yourselves #vaccine #microchip #covid #covid19 #pandemic,968100,13100,4500000,5106,20,original sound,Joe.,TRUE,2020-12-15T21:05:10.000Z,https://www.tiktok.com/@constantijoeple/video/6906592131738094853
